label,sms
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.
ham,It's Ì© only $140 ard...Ìä rest all ard $180 at least...Which is Ì© price 4 Ì© 2 bedrm ($900)
ham,Whom you waited for yesterday
ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense."
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
ham,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.
ham,Anytime lor...
ham,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)"""
ham,"Trust me. Even if isn't there, its there."
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
ham,"I am in tirupur da, once you started from office call me."
ham,I am late. I will be there at
ham,I'm at work. Please call
ham,"Nowadays people are notixiquating the laxinorficated opportunity for bambling of entropication.... Have you ever oblisingately opted ur books for the masteriastering amplikater of fidalfication? It is very champlaxigating, i think it is atrocious.. Wotz Ur Opinion???? Junna"
ham,Nan sonathaya soladha. Why boss?
ham,How is your schedule next week? I am out of town this weekend.
ham,No chikku nt yet.. Ya i'm free
ham,I borrow ur bag ok.
ham,:( but your not here....
spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
ham,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOODMORNING"""
ham,"\Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx\"""""
ham,Yes baby! We can study all the positions of the kama sutra ;)
ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
ham,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too
ham,I just really need shit before tomorrow and I know you won't be awake before like 6
ham,LOL ... No just was busy
ham,Oh ok.. Wat's ur email?
spam,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q="
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
ham,"sorry, no, have got few things to do. may be in pub later."
ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?"
ham,ALSO TELL HIM I SAID HAPPY BIRTHDAY
ham,"I had been hoping i would not have to send you this message. My rent is due and i dont have enough for it. My reserves are completely gone. Its a loan i need and was hoping you could her. The balance is  &lt;#&gt; . Is there a way i could get that from you, till mid march when i hope to pay back."
ham,"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?"
ham,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
spam,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com"
ham,"Cool, want me to go to kappa or should I meet you outside mu"
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
ham,Got it. Seventeen pounds for seven hundred ml ÛÒ hope ok.
ham,I'm really not up to it still tonight babe
ham,Happy birthday... May u find ur prince charming soon n dun work too hard...
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or å£10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+"
ham,"I'm not sure, I was just checking out what was happening around the area"
ham,Like a personal sized or what
ham,"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar"
ham,K k :-):-) then watch some films.
ham,"Arms fine, how's Cardiff and uni? "
ham,You lifted my hopes with the offer of money. I am in need. Especially when the end of the month approaches and it hurts my studying. Anyways have a gr8 weekend
spam,Reply to win å£100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service
ham,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
ham,We stopped to get ice cream and will go back after
ham,"I sent my scores to sophas and i had to do secondary application for a few schools. I think if you are thinking of applying, do a research on cost also. Contact joke ogunrinde, her school is one me the less expensive ones"
ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now..."
ham,Ok good then i later come find Ì_... C lucky i told Ì_ to go earlier... Later pple take finish Ì_ no more again...
ham,Still at west coast... Haiz... ÌÏ'll take forever to come back...
ham,"Nope, I'm still in the market"
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
ham,That seems unnecessarily hostile
spam,This is the 2nd time we have tried to contact u. U have won the å£1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm
ham,"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning"
ham,Jay is snickering and tells me that x is totally fucking up the chords as we speak
ham,About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.
ham,I think u have the wrong number.
ham,"Sorry, I'll call later ok bye"
ham,Okay... We wait ah
spam,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO"
ham,Ok Chinese food on its way. When I get fat you're paying for my lipo.
ham,Small problem in auction:)punj now asking tiwary
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
ham,"Sorry, I'll call later"
ham,\HEY KATE
ham,It only does simple arithmetic not percentages.
ham,Ok i thk i got it. Then u wan me 2 come now or wat?
ham,But i'm surprised she still can guess right lor...
ham,I dunno until when... Lets go learn pilates...
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.
ham,All sounds good. Fingers . Makes it difficult to type
ham,Oh dang! I didn't mean o send that to you! Lol!
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
ham,Hey company elama po mudyadhu.
spam,"U can WIN å£100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription"
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
ham,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged
ham,Ok i vl..do u know i got adsense approved..
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
ham,Oh ok no prob..
ham,So Ì_ pay first lar... Then when is da stock comin...
ham,U call me alter at 11 ok.
ham,You will be in the place of that man
ham,Goodmorning sleeping ga.
ham,DO U WANT 2 MEET UP 2MORRO
ham,"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?"
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE"
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you"
ham,Bognor it is! Should be splendid at this time of year.
ham,Where are you ? What do you do ? How can you stand to be away from me ? Doesn't your heart ache without me ? Don't you wonder of me ? Don't you crave me ?
spam,You have 1 new voicemail. Please call 08719181513.
ham,Oooh bed ridden ey? What are YOU thinking of?
spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
ham,Heehee that was so funny tho
spam,Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow
ham,He is there. You call and meet him
ham,"K, if u bored up just come to my home.."
ham,Hey. You got any mail?
ham,Aiyah then i wait lor. Then u entertain me. Hee...
ham,Am I the only one who doesn't stalk profiles?
spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
ham,"Goodmorning, today i am late for 2hrs. Because of back pain."
ham,Wish u many many returns of the day.. Happy birthday vikky..
ham,Compliments to you. Was away from the system. How your side.
ham,I am great! How are you?
spam,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123"""
ham,No did you check? I got his detailed message now
ham,Having lunch:)you are not in online?why?
ham,Ok...
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
ham,Alright took the morphine. Back in yo.
ham,Surly ill give it to you:-) while coming to review.
ham,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
ham,U're welcome... Caught u using broken english again...
ham,Everybody had fun this evening. Miss you.
spam,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xå£150pw to eå£nd txt stop"
ham,4 oclock at mine. Just to bash out a flat plan.
ham,"Now, whats your house # again ? And do you have any beer there ?"
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a å£1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm
ham,"Sorry, I'll call later"
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
ham,I am in office:)whats the matter..msg me now.i will call you at break:).
ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
ham,Went to ganesh dress shop
ham,K.k..how is your sister kids?
ham,As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
ham,Oh k.k..where did you take test?
ham,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.
ham,S'fine. Anytime. All the best with it.
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
ham,Then cant get da laptop? My matric card wif Ì_ lei... 
ham,"Lol you forgot it eh ? Yes, I'll bring it in babe"
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
ham,Are u coming to the funeral home
ham,I cant pick the phone right now. Pls send a message
ham,Do you want bold 2 or bb torch
ham,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free
ham,I want to see your pretty pussy...
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
ham,Ok. Very good. Its all about making that money.
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
ham,Yes! I am a one woman man! Please tell me your likes and dislikes in bed...
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
ham,"St andre, virgil's cream"
ham,"K, want us to come by now?"
ham,hi my darlin im on my way to London and we have just been smashed into by another driver! and have a big dent! im really missing u what have u been up to? xxx
ham,Which channel:-):-):):-).
ham,G wants to know where the fuck you are
ham,"Mah b, I'll pick it up tomorrow"
ham,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & IåÕLLSPEAK 2U SOONLOTS OF LOVEME XXXX.\"""""
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
ham,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?"
ham,I'll be at mu in like  &lt;#&gt;  seconds
ham,Realy sorry-i don't recognise this number and am now confused :) who r u please?! 
ham,Have you been practising your curtsey?
ham,Tell me pa. How is pain de.
ham,Aiyah u did ok already lar. E nydc at wheellock?
ham,hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.
spam,Block Breaker now comes in deluxe format with new features and great graphics from T-Mobile. Buy for just å£5 by replying GET BBDELUXE and take the challenge
ham,Dear where you. Call me
ham,Ok
ham,S.i'm watching it in live..
ham,Reverse is cheating. That is not mathematics.
spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX"
ham,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay
ham,"Lol, oh you got a friend for the dog ?"
ham,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
ham,", how's things? Just a quick question."
ham,I have a rather prominent bite mark on my right cheek
ham,"Goodmorning,my grandfather expired..so am on leave today."
spam,"Latest News! Police station toilet stolen, cops have nothing to go on!"
ham,YO YO YO BYATCH WHASSUP?
ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room"
ham,Hello. Damn this christmas thing. I think i have decided to keep this mp3 that doesnt work.
ham,Oh k k:)but he is not a big hitter.anyway good
ham,Yes. I come to nyc for audiitions and am trying to relocate.
ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong &gt;:(
ham," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
ham,"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;"
ham,You in your room? I need a few
ham,"Better than bb. If he wont use it, his wife will or them doctor"
ham,"Today is \song dedicated day..\"" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me..."""
ham,Serious? What like proper tongued her
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
ham,Neva mind it's ok..
spam,"Your free ringtone is waiting to be collected. Simply text the password \MIX\"" to 85069 to verify. Get Usher and Britney. FML"
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
ham,I need to come home and give you some good lovin...
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..
ham,And several to you sir.
ham,Got smaller capacity one? Quite ex...
ham,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
ham,Same as kallis dismissial in 2nd test:-).
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! 
ham,I've reached sch already...
ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
ham,Discussed with your mother ah?
ham,I want  &lt;#&gt;  rs da:)do you have it?
ham,Do Ì_ all wan 2 meet up n combine all the parts? How's da rest of da project going?
ham,"Babe, I need your advice"
ham,We can make a baby in yo tho
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
ham,"Aight, tomorrow around  &lt;#&gt;  it is"
ham,"I wonder if your phone battery went dead ? I had to tell you, I love you babe"
ham,What time you thinkin of goin?
ham,So how are you really. What are you up to. How's the masters. And so on.
ham,Another month. I need chocolate weed and alcohol.
ham,May i call You later Pls
spam,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
ham,I only haf msn. It's yijue@hotmail.com
ham,Jus finished avatar nigro
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
ham,Ok lor thanx... ÌÏ in school?
ham,Gam gone after outstanding innings.
ham,You flippin your shit yet?
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)"
ham,\YEH I AM DEF UP4 SOMETHING SAT
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
ham,"Tunji, how's the queen? how are you doing. This is just wishing you a great day. Abiola."
ham,I've told him that i've returned it. That should i re order it.
ham,"Babe! How goes that day ? What are you up to ? I miss you already, my Love ... * loving kiss* ... I hope everything goes well."
ham,"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards."
ham,"Give her something to drink, if she takes it and doesn't vomit then you her temp might drop. If she unmits however let me know."
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062"
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
ham,Are you going to wipro interview today?
ham,Ok... The theory test? when are Ì_ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free
ham,No that just means you have a fat head
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu
spam,Tone Club: Your subs has now expired 2 re-sub reply MONOC 4 monos or POLYC 4 polys 1 weekly @ 150p per week Txt STOP 2 stop This msg free Stream 0871212025016
ham,Ard 4 lor...
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.
ham,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem"
ham,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.
ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight
ham,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...
ham,Yes. It's all innocent fun. O:-)
ham,I'm not sure if its still available though
ham,Orh i tot u say she now still dun believe.
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs
ham,"I can't right this second, gotta hit people up first"
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
ham,Doing my masters. When will you buy a bb cos i have for sale and how's bf
ham,Just haven't decided where yet eh ?
ham,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going
ham,I've been trying to reach him without success
ham,"Sorry,in meeting I'll call later"
spam,"Latest Nokia Mobile or iPOD MP3 Player +å£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.å£1,50/Mtmsgrcvd18+"
spam,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077
ham,Omg how did u know what I ate?
ham,"(No promises on when though, haven't even gotten dinner yet)"
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,These won't do. Have to move on to morphine
ham,Still i have not checked it da. . .
ham,"Sorry, it's a lot of friend-of-a-friend stuff, I'm just now about to talk to the actual guy who wants to buy"
ham,Sent me de webadres for geting salary slip
ham,My love ... I hope your not doing anything drastic. Don't you dare sell your pc or your phone ...
ham,Ok...
ham,Ya just telling abt tht incident..
ham,Got meh... When?
spam,You have WON a guaranteed å£1000 cash or a å£2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm
ham,Yo sorry was in the shower sup
ham,"Sorry, I'll call later"
ham,Genius what's up. How your brother. Pls send his number to my skype.
ham,Ok lor... Or u wan me go look 4 u?
ham,Stop knowing me so well!
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
ham,Den wat will e schedule b lk on sun?
ham,No no. I will check all rooms befor activities
ham,Did u receive my msg?
ham,Moji i love you more than words. Have a rich day
ham,When you came to hostel.
ham,"If you want to mapquest it or something look up \usf dogwood drive\"""
ham,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.
ham,"Hi. Hope ur day * good! Back from walk, table booked for half eight. Let me know when ur coming over."
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
ham,"Get the door, I'm here"
ham,K. Did you call me just now ah? 
ham,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that"
ham,Wat happened to the cruise thing
ham,I sent them. Do you like?
ham,For my family happiness..
spam,"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p"
ham,You do what all you like
ham,I am 6 ft. We will be a good combination!
ham,Already one guy loving you:-.
ham,"Aight, we'll head out in a few"
ham,Cab is available.they pick up and drop at door steps.
ham,Except theres a chick with huge boobs.
spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
ham,Ok lor. I'm in town now lei.
ham,"What i mean was i left too early to check, cos i'm working a 9-6."
ham,Also that chat was awesome but don't make it regular unless you can see her in person
ham,Guessin you ain't gonna be here before 9?
ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?"
ham,am up to my eyes in philosophy
ham,That was random saw my old roomate on campus. He graduated
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks"
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
ham,No no. I will check all rooms befor activities
ham,Just got to  &lt;#&gt;
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
ham,great princess! I love giving and receiving oral. Doggy style is my fave position. How about you? I enjoy making love  &lt;#&gt;  times per night :)
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
ham,"Ok omw now, you at castor?"
ham,How's ur paper?
ham,Leave it wif me lar... ÌÏ wan to carry meh so heavy... Is da num 98321561 familiar to Ì_?
ham,Love you aathi..love u lot..
ham,Happy birthday to you....dear.with lots of love.rakhesh NRI
ham,Dude just saw a parked car with its sunroof popped up. Sux
ham,"Well, i'm glad you didn't find it totally disagreeable ... Lol"
ham,Hey u still at the gym?
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K
ham,Ok no prob
ham,Yar else i'll thk of all sorts of funny things.
ham,Prabha..i'm soryda..realy..frm heart i'm sory
spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
ham,Where r e meeting tmr?
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?
ham,K still are you loving me.
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONåÕT LIKE ME LIKE THAT SO DONåÕT WORRY."
ham,Just hopeing that wasnÛ÷t too pissed up to remember and has gone off to his sisters or something!
ham,How? Izzit still raining?
ham,Wish i were with you now!
ham,"Sorry, I'll call later"
ham,Actually i deleted my old website..now i m blogging at magicalsongs.blogspot.com
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
ham,Gud mrng dear hav a nice day
ham,Good Morning plz call me sir
ham,How are you doing. How's the queen. Are you going for the royal wedding
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
ham,Dad says hurry the hell up
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.
ham,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\"""""
ham,Gudnite....tc...practice going on
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
ham,"\What are youdoing later? Sar xxx\"""""
ham,Just seeing your missed call my dear brother. Do have a gr8 day.
ham,Are you going to write ccna exam this week??
ham,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*"
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
ham,I accidentally brought em home in the box
ham,Dai what this da.. Can i send my resume to this id.
ham,Bring home some Wendy =D
ham,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8"""
ham,"Yes, i'm small kid.. And boost is the secret of my energy.."
ham,Going for dinner.msg you after.
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
ham,Apart from the one i told you about yesterday?
ham,ÌÏ give me some time to walk there.
ham,See? I thought it all through
ham,Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:\if it is made by my students
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50
ham,Great to hear you are settling well. So what's happenin wit ola?
ham,Call me when u're done...
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
spam,Ur HMV Quiz cash-balance is currently å£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg
ham,U wake up already? Thanx 4 e tau sar piah it's quite nice.
ham,Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish 
ham,His frens go then he in lor. Not alone wif my mum n sis lor.
ham,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill"
